Date,BND
2020-11-01,74.38768768310547
2020-12-01,74.50117492675781
2021-01-01,73.859130859375
2021-02-01,72.71603393554688
2021-03-01,71.79150390625
2021-04-01,72.41322326660156
2021-05-01,72.52464294433594
2021-06-01,73.17552947998047
2021-07-01,74.03052520751953
2021-08-01,73.890380859375
2021-09-01,73.14141082763672
2021-10-01,73.19281005859375
2021-11-01,73.34223937988281
2021-12-01,73.11465454101562
2022-01-01,71.6048812866211
2022-02-01,70.7900161743164
2022-03-01,68.84176635742188
2022-04-01,66.10694885253906
2022-05-01,66.65542602539062
2022-06-01,65.54756927490234
2022-07-01,67.10877990722656
2022-08-01,65.2314453125
2022-09-01,62.50279235839844
2022-10-01,61.77918243408203
2022-11-01,64.04395294189453
2022-12-01,63.5276985168457
2023-01-01,65.63232421875
2023-02-01,63.88257598876953
2023-03-01,65.59192657470703
2023-04-01,65.97754669189453
2023-05-01,65.20974731445312
2023-06-01,65.0638427734375
2023-07-01,64.98666381835938
2023-08-01,64.5574722290039
2023-09-01,62.95693588256836
2023-10-01,61.999755859375
2023-11-01,64.8154296875
2023-12-01,67.11979675292969
2024-01-01,67.01029968261719
2024-02-01,66.09690856933594
2024-03-01,66.65858459472656
2024-04-01,65.05319213867188
2024-05-01,66.14641571044922
2024-06-01,66.72896575927734
2024-07-01,68.29991149902344
2024-08-01,69.29136657714844
2024-09-01,70.20360565185547
2024-10-01,68.47966003417969
2024-11-01,69.21126556396484
2024-12-01,68.04782104492188
2025-01-01,68.45471954345703
2025-02-01,69.93102264404297
2025-03-01,69.93959045410156
2025-04-01,70.21663665771484
2025-05-01,69.74317169189453
2025-06-01,70.80091094970703
2025-07-01,70.61280059814453
2025-08-01,71.42774963378906
2025-09-01,72.21720886230469
2025-10-01,72.65266418457031
2025-11-01,73.08658599853516
2025-12-01,72.86722564697266
2026-01-01,73.02462768554688
2026-02-01,74.1942367553711
2026-03-01,72.90522766113281
2026-04-01,73.01451110839844
2026-05-01,73.21583557128906
2026-06-01,73.16600036621094
2026-07-01,73.11000061035156
