Date,DBC
2023-11-01,20.93061637878418
2023-12-01,20.241731643676758
2024-01-01,20.50806999206543
2024-02-01,20.195810317993164
2024-03-01,21.095849990844727
2024-04-01,21.43566131591797
2024-05-01,21.371374130249023
2024-06-01,21.334636688232422
2024-07-01,20.737672805786133
2024-08-01,20.306018829345703
2024-09-01,20.452964782714844
2024-10-01,20.746854782104492
2024-11-01,20.33357048034668
2024-12-01,20.683862686157227
2025-01-01,21.25465202331543
2025-02-01,21.283676147460938
2025-03-01,21.767396926879883
2025-04-01,19.900236129760742
2025-05-01,20.20014190673828
2025-06-01,21.099863052368164
2025-07-01,21.719024658203125
2025-08-01,21.48683738708496
2025-09-01,21.796419143676758
2025-10-01,22.13502311706543
2025-11-01,22.309162139892578
2025-12-01,22.360000610351562
2026-01-01,24.43000030517578
2026-02-01,25.100000381469727
2026-03-01,28.950000762939453
2026-04-01,31.100000381469727
2026-05-01,29.479999542236328
2026-06-01,26.65999984741211
2026-07-01,26.56999969482422
