Date,SHY
2022-01-01,74.23748779296875
2022-02-01,73.9166488647461
2022-03-01,72.88050842285156
2022-04-01,72.51837158203125
2022-05-01,72.95069885253906
2022-06-01,72.51713562011719
2022-07-01,72.8143539428711
2022-08-01,72.22457885742188
2022-09-01,71.36338806152344
2022-10-01,71.27361297607422
2022-11-01,71.76813507080078
2022-12-01,71.85258483886719
2023-01-01,72.41028594970703
2023-02-01,71.82672119140625
2023-03-01,73.01038360595703
2023-04-01,73.1884994506836
2023-05-01,72.91265869140625
2023-06-01,72.55206298828125
2023-07-01,72.7727279663086
2023-08-01,73.07135009765625
2023-09-01,73.01365661621094
2023-10-01,73.25685119628906
2023-11-01,74.0274887084961
2023-12-01,74.84430694580078
2024-01-01,75.08151245117188
2024-02-01,74.79052734375
2024-03-01,75.04749298095703
2024-04-01,74.7160415649414
2024-05-01,75.2536392211914
2024-06-01,75.66323852539062
2024-07-01,76.55577087402344
2024-08-01,77.2386245727539
2024-09-01,77.83584594726562
2024-10-01,77.35029602050781
2024-11-01,77.57930755615234
2024-12-01,77.77359008789062
2025-01-01,78.06769561767578
2025-02-01,78.64167022705078
2025-03-01,78.98823547363281
2025-04-01,79.630126953125
2025-05-01,79.42733001708984
2025-06-01,79.8920669555664
2025-07-01,79.81856536865234
2025-08-01,80.5270004272461
2025-09-01,80.7586669921875
2025-10-01,81.02818298339844
2025-11-01,81.38375091552734
2025-12-01,81.6236343383789
2026-01-01,81.79116821289062
2026-02-01,82.22614288330078
2026-03-01,81.84254455566406
2026-04-01,81.99862670898438
2026-05-01,82.06144714355469
2026-06-01,81.87200164794922
2026-07-01,81.94000244140625
